Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA CHALUB LEITE;12012025;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JAGUARI, 412 ISAURA PARENTE. 69918-244 Rio Branco - AC.";(68) 999311058;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9598142;-67.8289818
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC REINALDO PEREIRA DA SILVA;12012041;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA TERRA DOURADA, 1157 ROSA LINDA. 69900-001 Rio Branco - AC.";(68) 999164764;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.02143775;-67.7796126
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIMUNDO HERMINIO DE MELO;12012050;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PROFESSOR RIBAMAR Q 10, 83 RAIMUNDO MELO. 69900-001 Rio Branco - AC.";(68) 999812012;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9427454;-67.8208556
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAMONA MULA PASTOR DE CASTRO;12012068;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PROJETADA, 344 BOA VISTA. 69906-130 Rio Branco - AC.";(68) 984250352;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.0046732;-67.8359442
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ROBERTO SANCHES MUBARAC;12012076;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA 31 DE MARCO, 812 PREDIO. 06 DE AGOSTO. 69905-678 Rio Branco - AC.";(68) 992428160;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-9.977747;-67.8023302
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAMUEL BARREIRA;12012092;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JEPHETE MAIA, 268 CONJUNTO GUIOMARD SANTOS. 69901-372 Rio Branco - AC.";(68) 999825616;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9592805;-67.8064705
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SENADOR ADALBERTO SENA;12012106;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA W1, 284 QD S 2. TUCUMA. 69919-775 Rio Branco - AC.";(68) 984015099;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-9.9549765;-67.8576242
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ZULEIDE PEREIRA DE SOUZA;12012130;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA AC 40 KM 5, 1298 VILA ACRE. 69900-001 Rio Branco - AC.";(68) 999271251;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.0239967;-67.799065
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CHICO MENDES;12012165;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SHALON, 468 SANTA INES. 69907-665 Rio Branco - AC.";(68) 32216456;Municipal;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.01052171;-67.79811923
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MONTEIRO LOBATO;12012173;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ALFREDO ZAIRE, 102 BELA VISTA. 69911-304 Rio Branco - AC.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.975066595;-67.82838997
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF JOSE RODRIGUES LEITE;12012181;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BENJAMIN CONSTANT, 924 CENTRO. 69900-062 Rio Branco - AC.";(68) 999451127;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-9.97480675579046;-67.8081252147144
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIMUNDO HERMINIO DE MELO;12012211;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MILTON MACIEL, S/N EM FRENTE A CRECHE. SANTA CECILIA. 69909-000 Rio Branco - AC.";(68) 32486425;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.01482836;-67.71761823
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DOM GIOCONDO MARIA GROTTI;12012254;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SERVO RIBEIRO, 55 CONJUNTO GUIOMARD SANTOS. 69901-429 Rio Branco - AC.";(68) 32235927;Municipal;Não Informado;Não;Não;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.95993951;-67.80886426
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DR AUGUSTO MONTEIRO;12012297;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA BR 364, RAMAL CATUABA. SERINGAL CATUABA. 69908-370 Rio Branco - AC.";(68) 999307506;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-9.953938674;-67.66896268
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DR FLAVIANO FLAVIO BATISTA;12012319;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RIO GRANDE DO SUL, 3754 AEROPORTO VELHO. 69911-036 Rio Branco - AC.";(68) 999995491;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9928876;-67.8163137
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO DE PAULA LEITE OITICICA FILHO;12012335;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PRIMAVERA, 331 BAHIA NOVA. 69911-692 Rio Branco - AC.";(68) 992309729;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-9.991668991;-67.83181717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DR SANTIAGO DANTAS;12012360;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 90 KM 15, S/N ZONA RURAL. 69900-050 Rio Branco - AC.";(68) 99952211;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-10.03109329;-67.95517732
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DUQUE DE CAXIAS;12012378;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 3, 6533 BELO JARDIM II. 69908-080 Rio Branco - AC.";(68) 999999067;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.0114303;-67.7742533
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ELIAS MANSOUR SIMAO FILHO;12012408;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DO PASSEIO, 885 TAQUARI. 69906-410 Rio Branco - AC.";(68) 32211851;Estadual;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9985258;-67.817355
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ENA OLIVEIRA DE PAULA;12012416;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RAMAL REMANSINHO, KM05 MORENO MAIA. VILA ACRE. 69900-050 Rio Branco - AC.";(68) 999794722;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-10.1448667;-67.8242933
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ERCILIA FEITOSA GOMES;12012424;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA BR 364, KM 14. VILA LIBERDADE. 69908-370 Rio Branco - AC.";(68) 999129278;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.0189683;-67.6738717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FIGUEIRA;12012432;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA, RAMAL DOS 10 KM 12. FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 984161671;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FLORENTINA ESTEVES;12012440;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA AC 90 RIOZINHO DO ROLA SERINGAL AGUA PRETA, FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 992516575;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FLORESTA;12012459;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA, FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 999065254;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO CARNEIRO DE LIMA;12012483;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DE PORTO ACRE KM 14, RAMAL SANTA CLARA KM. 69921-282 Rio Branco - AC.";(68) 999288858;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO SALGADO FILHO;12012505;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA OMAR SABINO, 227 FLORESTA. 69906-400 Rio Branco - AC.";(68) 33019390;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.971005;-67.8318717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF HELOISA MOURAO MARQUES;12012556;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RIO GRANDE DO SUL, 1654 VOLTA SECA. 69911-027 Rio Branco - AC.";(68) 99904714;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-9.977695;-67.824885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC HENRIQUE LIMA;12012564;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA LUIZ PEREIRA, 106 CALAFATE. 69914-318 Rio Branco - AC.";(68) 32251201;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";Atendimento Educacional Especializado;-9.97674;-67.8855952
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MENINO JESUS;12012572;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARECHAL DEODORO, 222 CENTRO. 69900-068 Rio Branco - AC.";(68) 32241143;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.9748234;-67.8069855
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INSTITUTO DE EDUCACAO LOURENCO FILHO;12012580;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA GETULIO VARGAS, 2.855 AV GETUGIO VARGAS. BOSQUE. 69900-607 Rio Branco - AC.";(68) 992816863;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-9.9530387;-67.8192044
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC IRACEMA GOMES PEREIRA;12012610;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ENVIRA Nº 967, 967 LOTEAMENTO JEQUITIBA. PORTAL DA AMAZONIA. 69915-735 Rio Branco - AC.";(68) 999780800;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9707512;-67.8681176
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF IRENE DANTAS DO NASCIMENTO;12012629;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 90 KM 23, ESTRADA TRANSACREANA. ZONA RURAL. 69912-290 Rio Branco - AC.";(68) 99755987;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9944415;-68.0174994
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOAO PAULO I;12012661;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO FRANCISCO, 177 JOAO EDUARDO I. 69911-446 Rio Branco - AC.";(68) 999533836;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9813591;-67.8327437
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOAO PAULO II;12012670;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 90 KM 3, 659 SOBRAL. 69900-050 Rio Branco - AC.";(68) 99496614;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.0015703;-67.8334321
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JORGE FELIX LAVOCAT;12012700;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOS ANTURIOS, 753 JARDIM TROPICAL. 69901-212 Rio Branco - AC.";(68) 32245215;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.958564891;-67.79424143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JORGE KALUME;12012718;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"TRAVESSA DIAS MARTINS, 9575 VILA JORGE KALUME. DISTRITO INDUSTRIAL. 69920-196 Rio Branco - AC.";(68) 999491632;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9386966;-67.9172803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC LEONCIO DE CARVALHO;12012750;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RAMAL BENFICA, S/N VILA ACRE. 69909-800 Rio Branco - AC.";(68) 992552300;Estadual;Não Informado;Não;Em Tramitação;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-10.0475612;-67.7911105
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC LUIZ DE CARVALHO FONTENELLE;12012769;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"TRAVESSA HENRIQUE DIAS, 535 BOSQUE. 69900-571 Rio Branco - AC.";(68) 32244702;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.960619246;-67.81898718
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MADRE HILDEBRANDA DA PRA;12012815;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DIAMANTINA, 14 PREDIO. CIDADE NOVA. 69905-424 Rio Branco - AC.";(68) 999563032;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.980921;-67.8143868
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MAJOR JOAO CANCIO;12012823;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA, KM80 ZANA RURAL. FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 999614384;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MANOEL DA CUNHA NETO;12012840;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA, RAMAL JARINAUA KM 72. FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 999677660;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MANUEL TIAGO LINDOSO;12012858;AC;Rio Branco;Rural;Área de assentamento;Pública;"RODOVIA TRANSACREANA KM 07, RAMAL DA UNIAO KM 28, SN RIOZINHO DO ROLA. FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 999858093;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;12012874;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO AVIARIO, 233 AVIARIO. 69900-830 Rio Branco - AC.";(68) 999117227;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9683103;-67.8026866
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MESTRE IRINEU SERRA;12012947;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA RAIMUNDO IRINEU SERRA, K 07 IRINEU SERRA. 69922-200 Rio Branco - AC.";(68) 992061395;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-9.93158182;-67.86143901
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MONTE CASTELO;12012963;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA JARBAS PASSARINHO, KM 04 APOLONIO SALES. 69903-192 Rio Branco - AC.";(68) 992203348;Municipal;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-9.92575876;-67.81230071
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MONTE VIDEL;12012971;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA KM 100, RAMAL DO ANTIMARI KM. 69912-290 Rio Branco - AC.";(68) 992059416;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MOZART DONIZET;12012998;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CONJUNTO SOLAR QUADRA 01- LOTE- 07, VILA IVONETE. 69918-500 Rio Branco - AC.";(68) 999047752;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9505661;-67.8242391
